deposit_type,lead_time,total_of_special_requests,market_segment,adr,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights
0,179,0,1,115.50825972123401,33,20,2
0,141,1,1,131.51818909837175,39,23,3
0,312,1,1,98.79681255943535,22,10,5
0,50,1,1,202.12650223164997,34,21,5
0,23,1,1,90.1,1,3,4
0,89,0,1,102.26640134248956,3,2,2
1,447,0,0,62.06016437421958,19,21,1
0,134,0,0,75.75920783511528,8,24,1
0,18,0,1,181.8223099118884,14,11,3
0,137,0,0,37.15907244061905,44,10,3
0,269,0,1,108.21213536280801,40,29,3
0,69,0,2,37.63590892358448,46,23,3
0,53,0,0,64.42590810448287,49,20,2
1,449,0,0,60.893178191784074,20,18,1
0,195,0,1,130.4420692733278,24,15,2
1,240,0,0,110.0,30,23,1
0,112,0,4,99.87571110610905,22,30,2
1,450,0,0,90.0,27,13,1
0,71,0,2,77.97517886216103,34,20,1
1,267,0,2,95.0,40,30,2
0,95,0,0,75.0,45,5,1
0,205,1,0,85.6132468139628,42,17,3
0,9,0,1,67.11389499372719,50,11,3
0,254,0,0,90.8681143708039,43,24,4
1,243,0,0,110.0,30,26,4
1,4,0,4,100.56130268923594,39,22,0
0,22,0,1,160.85105423648596,14,24,1
1,341,0,0,62.0,39,23,2
0,68,0,4,40.720506154764436,9,21,4
0,292,0,0,38.0,45,3,1
0,258,0,0,62.18308591215933,27,2,2
0,37,0,2,104.53117888253952,40,13,2
1,432,0,0,62.0,37,14,2
0,19,1,3,95.9877150321658,21,29,1
0,87,0,0,120.0,22,4,1
0,86,1,1,92.76342064451474,47,18,1
1,219,0,0,86.38608984193256,39,3,1
1,342,0,0,170.0,39,24,4
0,29,0,1,140.0,23,5,3
0,7,0,1,82.5311048179128,6,12,1
1,243,0,0,83.84416717499943,39,8,2
1,240,0,0,86.99030430797404,38,7,2
1,446,0,0,60.90044893845905,29,18,2
0,232,1,1,124.32158850590264,19,23,2
0,269,0,1,155.8284416801318,27,7,2
0,168,0,1,104.3815733052814,29,4,1
1,350,0,0,140.0,25,17,2
0,18,0,2,200.73375275942752,52,29,2
1,358,0,0,62.0,27,30,2
1,166,0,2,110.0,45,1,3
0,19,1,1,84.54972258482145,3,11,2
0,210,0,1,132.61729142702535,30,19,4
0,37,0,0,74.94664236839098,48,27,1
0,312,0,1,159.84636225922304,42,29,2
0,66,0,1,183.1317799972666,31,15,3
0,24,0,1,157.1725688855176,22,23,1
0,329,0,0,62.53551957625624,37,11,1
0,70,0,1,118.8853800829036,34,21,6
0,0,0,5,95.06932523151892,42,17,0
0,259,0,1,99.17668648833404,27,6,5
0,256,0,2,174.83799952855054,31,4,4
0,8,0,1,149.478623550624,38,4,0
0,324,0,1,84.98316941843754,33,6,2
0,411,0,0,90.0,21,28,2
0,13,0,2,140.74262628405074,33,17,2
0,163,0,2,93.23044847248694,31,26,2
0,5,0,3,77.02177596199375,34,17,4
1,87,0,0,170.0,39,25,3
0,36,0,0,70.71477508252576,8,20,2
0,258,0,0,62.0,27,2,2
0,349,0,0,62.37886996858504,40,1,1
0,387,0,0,55.70076312986839,36,4,2
0,324,0,1,202.45587946239266,34,24,1
0,55,0,1,148.79829625259603,39,19,2
0,179,0,0,242.19170744974028,33,23,4
0,173,0,1,203.34730967160516,31,25,8
0,48,0,1,164.71976151999365,29,25,1
1,405,0,0,61.90937539933628,34,18,1
0,419,0,0,90.0,20,20,1
1,173,0,0,139.7201800884064,23,10,2
0,323,0,0,62.0,36,5,1
0,196,0,1,129.40706751689936,24,16,2
0,110,0,2,94.5,30,25,1
0,168,0,1,166.80933723451676,29,12,1
1,297,0,0,62.719852395912376,36,10,1
1,77,0,0,64.0,9,24,2
0,46,1,1,125.66858965703027,42,6,2
0,134,0,0,74.03576949991589,7,25,1
0,5,0,1,149.29641954746847,36,3,1
0,134,0,1,62.33178550446644,26,14,3
1,451,0,0,60.0,21,16,2
0,28,0,1,250.00791340714494,35,27,2
0,120,1,1,34.17597589838991,47,19,2
0,81,1,1,160.55518208396893,33,7,2
0,214,0,1,99.39296677485746,18,23,1
1,271,0,0,62.2254805509757,29,14,1
0,332,1,1,114.03301601120617,30,16,2
0,40,0,0,70.19151689918804,52,27,4
0,78,0,1,205.24362342659987,31,13,2
0,279,0,0,62.02158669379413,30,23,1
0,76,0,1,201.59242465917325,35,22,2
1,147,0,2,67.30000803098645,53,29,4
0,37,0,2,71.15294398308302,4,11,2
1,408,0,0,60.42214718422903,34,21,1
0,33,0,0,73.4917835990487,8,20,1
1,341,0,0,62.0,39,23,2
0,8,0,2,41.22532527555053,45,25,1
0,0,0,3,91.1378898901917,36,14,1
0,19,0,1,89.46743202314836,43,5,2
1,156,0,1,53.54065178239908,38,1,2
0,25,0,1,160.84576482092896,44,1,4
0,139,0,1,161.1378769941312,25,21,2
0,34,0,0,75.0,49,27,1
0,39,1,1,185.9685020726164,32,9,5
1,426,0,0,62.0,37,8,2
0,0,0,2,125.98589243511188,43,22,1
1,132,0,0,92.7079378277713,16,21,1
0,19,0,1,170.3622709995436,18,5,2
0,28,0,1,205.0,39,5,2
0,16,0,1,130.7121850034447,49,10,2
1,88,0,0,170.0,39,26,0
1,87,0,0,95.0,15,15,2
0,1,0,3,123.12364086590112,39,24,2
1,105,0,2,75.0,15,6,1
0,8,0,1,100.39656048837745,8,20,3
0,1,0,1,86.01441220821073,6,8,2
1,342,0,0,170.0,39,24,4
0,51,0,1,96.99215188522469,47,7,2
0,78,0,0,96.88629522522263,6,9,3
0,313,0,0,100.33142284331922,21,21,2
1,71,0,2,120.0,25,14,3
0,212,0,1,100.63912318568926,30,18,2
0,159,0,2,200.11983226535312,26,23,4
0,55,0,1,123.26892580755802,24,9,0
1,87,0,0,170.0,39,25,2
0,304,0,0,78.35530221251604,7,17,2
0,91,0,1,118.67383101824451,36,23,2
0,8,0,1,83.61943308315652,45,5,3
0,53,0,1,90.99242783157145,13,15,3
0,37,0,2,95.0,42,13,3
1,329,0,2,81.64319316524569,37,12,2
0,191,0,0,69.46886377924643,15,8,1
0,222,0,0,134.63030368837974,21,7,2
0,116,1,1,108.23371631963764,11,6,1
0,199,0,0,83.62661778758734,17,5,1
0,155,0,1,99.65484298028832,6,1,1
0,77,0,2,68.79273069079457,41,14,2
0,125,1,1,130.02265845023402,15,16,4
1,462,0,0,78.0,21,25,3
0,1,0,4,132.81088977768752,38,29,2
0,189,0,1,158.31173636224366,30,14,4
0,245,0,1,103.26902725565779,23,26,1
0,92,0,1,122.38072422497333,30,27,4
0,314,0,0,98.61480788182845,22,26,3
0,234,0,1,90.18220678030359,26,7,6
0,20,0,0,86.23577360213413,50,5,2
0,175,0,0,82.33523419477616,13,17,1
0,21,0,0,62.0,30,22,2
0,160,0,1,107.17941865873298,28,6,3
0,38,0,1,80.17373914078864,10,25,2
1,186,0,0,130.0,22,30,2
0,60,0,1,66.65183633941979,9,17,3
0,33,0,1,140.10189649317041,13,24,2
0,166,0,1,121.072689397912,27,21,2
1,397,0,0,62.0,32,10,2
0,264,0,0,100.88736306208365,21,2,4
0,54,0,1,87.97050152630658,6,7,4
0,22,0,1,77.10217840790727,5,29,2
0,1,0,1,54.53168438611551,52,25,1
0,24,0,1,129.5242709092497,20,19,1
0,168,0,0,124.71615169212683,34,15,2
0,139,0,1,17.95273273591232,33,11,5
1,267,0,2,95.0,40,30,2
1,125,0,0,85.41438086295818,16,20,2
1,215,0,0,110.0,26,28,4
1,304,0,2,89.0,45,3,2
0,61,2,2,118.18365647395153,44,2,2
0,11,1,1,151.2338620163185,24,12,0
0,147,0,0,123.03845637790542,18,3,2
1,271,0,0,62.0,29,15,2
0,15,0,2,95.0,7,15,1
1,283,0,0,62.0,31,27,1
1,393,0,0,62.0,32,6,2
1,80,0,2,90.0,13,31,2
0,100,0,0,94.26590946285579,17,7,3
0,100,0,0,82.97598711939997,19,29,2
0,47,0,1,200.20446387022673,33,21,4
0,93,0,1,122.67749212455115,31,26,3
1,325,0,0,62.0,37,7,1
0,129,0,1,94.2303477223516,32,13,1
1,77,0,0,63.42663854761665,9,24,2
1,277,0,0,110.0,25,12,2
1,185,0,0,130.0,21,29,2
0,263,0,1,101.7674011412512,40,27,3
0,44,0,1,92.57715715464435,4,25,1
0,317,0,2,122.21374684067,36,14,2
0,226,2,1,136.5554642562022,30,15,4
0,150,0,1,120.32336547833793,24,15,2
0,162,0,1,103.5758189337752,26,2,2
0,30,0,1,140.0,22,1,2
0,53,2,1,79.2,45,7,3
0,148,0,0,94.9995881335193,18,4,2
1,280,0,0,96.47209857109566,44,10,1
1,74,0,2,101.5,38,18,2
0,61,1,1,118.67344371426553,30,2,4
0,51,1,1,203.41493099972627,34,21,5
0,99,0,0,63.148228549910925,44,29,1
0,110,0,1,51.91701602198827,12,27,1
0,76,0,1,229.32397401135012,30,8,4
0,176,0,1,113.71460397125277,32,23,2
0,94,0,0,67.07298842971186,43,5,1
0,103,0,1,79.31612447169276,49,4,2
0,34,0,0,95.28055453495894,9,1,3
0,34,1,1,137.69545303475672,26,13,1
0,12,0,1,158.42399577853178,27,13,1
0,156,0,1,130.0,15,13,3
0,101,0,1,158.23608986292314,20,21,2
0,43,0,0,122.31443439608125,31,10,2
1,145,0,1,80.28417138269387,14,29,3
1,398,0,0,62.29697626514218,33,10,2
0,0,0,1,123.2012187731015,28,15,1
0,110,1,1,105.46279235098096,12,24,2
0,237,0,0,109.84334516301385,35,21,2
0,51,0,1,76.71312278951979,11,11,1
0,0,0,2,118.57101830287357,50,14,1
0,168,0,0,140.86605676209402,21,26,2
0,145,0,1,79.72009280444337,13,29,2
1,393,0,0,70.15088879926937,12,19,1
0,113,0,0,62.543387390276365,12,29,1
0,60,0,1,125.99377600152788,14,7,1
0,131,0,1,88.5420584863625,34,12,1
1,44,0,0,126.0,37,10,2
1,166,0,2,110.0,45,1,3
1,342,0,0,170.0,39,24,4
1,451,0,0,60.0,21,16,2
0,278,0,0,62.0,30,22,2
1,38,0,5,75.0,2,14,1
1,109,0,2,75.0,9,21,1
0,59,0,1,102.06078703820786,27,26,1
0,37,0,0,82.17826563548851,5,27,3
0,77,0,2,108.49912017518655,25,23,2
0,35,0,2,106.49279624206369,44,11,2
1,166,0,2,110.0,45,1,3
1,102,0,2,114.64418197689972,16,19,2
0,28,0,1,205.0,37,4,2
0,77,0,1,169.0562347134342,39,27,3
0,412,0,2,85.4059049328671,33,26,6
0,162,1,1,54.340081374848715,43,18,1
0,5,0,1,87.68708630765555,8,26,1
0,94,0,1,101.86194434449415,42,16,2
0,203,0,2,48.0,39,25,1
0,2,0,1,144.0186274635653,36,4,2
1,249,0,1,37.3682555111031,36,7,3
0,15,0,0,59.17901446243364,47,29,0
0,75,1,1,93.83527833357387,47,18,2
0,18,0,4,0.0,19,10,1
1,87,0,0,170.0,39,25,3
0,153,0,1,129.5126495814546,28,9,4
0,45,0,1,70.2577844800318,44,28,2
1,68,0,0,75.0,8,17,2
0,76,0,0,38.527227244649794,45,30,4
0,158,0,1,105.96329117130088,31,24,2
0,236,1,1,220.78355418243908,20,18,3
0,156,0,0,132.04454612601256,22,24,1
1,606,0,0,61.72620032239516,9,10,1
0,36,1,1,191.9998700055867,20,7,4
0,54,0,1,64.6675868898971,5,16,2
0,86,0,0,94.79639015523249,14,16,2
1,69,0,2,120.0,25,12,4
0,59,0,1,93.6967410396464,52,23,2
1,186,0,0,130.0,22,30,2
0,36,0,1,94.98581755247483,42,13,2
1,373,0,2,90.0,14,5,3
0,9,1,1,118.0,27,5,1
1,154,0,0,57.14735289568288,34,2,2
1,139,0,2,110.0,24,12,1
0,185,0,1,105.86703978143257,31,14,1
0,110,0,2,93.5782991281522,29,25,1
0,156,1,1,171.35155322953426,32,12,4
0,166,0,1,128.18920149542868,15,11,4
1,372,0,2,90.0,14,4,2
0,147,0,1,71.60713575032602,39,11,4
0,238,0,0,46.932421904145656,18,10,3
0,15,0,2,95.0,7,15,1
1,156,0,0,130.0,17,2,3
0,276,0,1,55.90735649563894,41,5,2
1,372,0,2,90.0,14,4,1
0,37,0,1,142.86836121411622,7,13,1
0,202,0,1,88.22817858259393,24,28,1
1,342,0,0,170.0,39,24,4
1,104,0,0,160.0,20,15,2
1,52,0,2,80.0,11,13,1
0,45,1,1,104.40924643607448,52,25,5
0,155,1,1,134.80293847232204,31,3,7
0,85,0,0,109.12631062670654,41,2,4
0,263,0,1,110.70291623922846,20,28,2
0,59,1,1,209.63823669921413,30,27,3
1,351,0,0,62.0,26,23,2
0,132,0,1,99.90072691256705,6,21,1
1,311,0,0,62.0,35,24,1
0,142,0,2,147.54971990417053,33,12,1
0,52,0,1,94.86056159237864,15,11,2
0,69,0,1,136.87576588350373,15,8,1
1,281,0,0,62.05330603556043,16,14,1
0,323,0,0,62.0,36,5,1
1,68,0,0,75.0,8,17,2
1,303,0,0,73.0527151316613,22,7,2
0,299,1,1,107.68187535680377,20,15,3
1,158,0,0,130.0,22,24,2
0,164,0,1,99.98721907540742,39,1,2
0,233,0,1,90.69963841336184,35,28,5
0,5,1,1,108.6839420823062,13,27,1
0,53,1,1,78.87479907298638,8,26,2
0,199,0,0,82.15811716618101,15,9,1
0,108,0,1,78.68713936724802,11,17,2
0,72,0,1,37.90864423094768,45,26,3
1,304,0,0,74.0,23,8,3
1,325,0,0,61.914768133880635,37,7,1
0,20,0,3,114.05686466780601,23,24,1
1,405,0,0,62.0,34,18,2
0,6,0,1,221.0,19,10,1
0,148,0,0,43.75584409877947,7,9,3
0,60,0,1,135.9,37,11,1
0,100,0,1,105.0,16,22,2
0,25,0,1,119.62698674414804,45,5,3
0,290,0,1,116.72043757788535,32,16,1
1,276,0,0,62.0,30,20,1
0,29,0,1,158.4030231323517,23,23,2
1,33,0,2,110.0,50,9,2
0,279,0,0,65.17142120787656,43,21,2
0,82,0,1,93.70220607079963,13,24,2
0,68,0,1,59.645054931775654,41,29,4
0,15,0,1,131.2604903916082,34,20,0
0,163,0,1,115.8497052782895,18,23,2
1,353,0,0,62.0,26,25,2
0,96,0,1,127.6393893676775,32,28,3
0,38,0,2,102.37920040783654,35,13,2
0,134,0,0,73.37973839398299,7,25,1
1,332,0,0,62.0,38,14,1
1,34,0,2,90.0,50,8,2
0,84,1,1,160.0,20,8,4
1,164,0,0,60.0,33,14,1
1,123,0,0,66.10664875808655,15,15,2
1,226,0,1,106.16158249855766,24,14,1
0,20,1,1,161.75130241094,22,17,1
0,93,0,1,137.24340096912425,17,10,2
0,265,0,1,104.94262691714898,52,25,2
0,54,0,1,79.2,51,15,3
1,34,0,2,90.0,50,8,2
1,155,0,0,100.08123469434356,17,25,3
0,108,0,1,88.58924657586931,18,3,4
0,367,0,0,95.8780070820244,23,21,2
0,137,1,1,71.38015033700802,26,9,2
1,158,0,0,130.0,22,24,2
0,63,0,0,136.5130699413414,21,25,1
1,271,0,0,98.29099623165206,18,6,2
0,315,0,1,159.98449933380232,39,30,2
0,58,0,0,101.15764561112209,27,26,2
0,216,1,1,229.39382708761468,33,15,4
0,111,0,1,110.48549362042063,20,26,2
1,277,0,0,100.0,46,7,2
1,215,0,0,110.0,26,28,4
0,134,0,0,75.0,8,25,1
1,188,0,2,130.0,25,15,2
0,22,0,1,85.27468377075131,45,5,2
0,35,0,1,123.95431967628122,52,30,1
0,278,0,0,108.94257566185183,24,11,2
0,31,0,1,250.70975052498034,35,27,2
0,44,0,1,74.58904721444756,8,16,2
0,93,0,1,94.95670319490378,14,6,3
0,205,0,1,32.8505578502493,40,19,1
0,19,0,1,88.9520110406972,45,5,2
1,155,0,0,36.0,44,31,1
0,78,0,1,204.19827728643702,32,14,2
0,53,0,1,135.24873787020275,33,5,3
1,97,0,0,140.0,41,5,3
0,71,0,1,111.28586448365598,45,3,2
0,44,0,0,126.0,38,6,2
1,74,0,0,70.0,9,26,2
0,200,1,1,201.82975380654,32,20,5
0,349,0,2,0.0,38,21,3
0,11,1,1,156.28234389620275,26,20,0
0,72,0,1,47.19774948461148,13,27,2
1,317,0,2,120.0,38,15,2
0,85,0,0,109.02727549547141,41,3,4
0,291,0,0,62.0,32,4,2
0,44,0,1,71.00886716396901,11,10,2
0,160,0,0,127.67581796024109,14,29,2
0,67,0,3,99.7213744670805,41,11,2
0,158,0,0,130.28492718982204,19,26,2
0,50,1,0,92.8551083096021,28,23,2
0,36,0,1,118.69686292700861,14,20,2
1,372,0,0,60.58805793806803,29,14,1
0,54,0,1,134.0223966248593,32,9,4
0,58,1,1,137.85056063563738,39,12,2
0,23,0,0,117.28829774628925,18,26,1
0,2,0,4,77.80229564411336,33,14,4
0,462,0,0,100.82741595728858,26,17,1
1,44,0,0,126.0,37,10,2
0,156,0,1,130.0,15,13,3
0,151,1,1,244.98965037306442,33,18,2
0,198,1,1,52.37702921525894,15,11,4
0,63,0,1,192.7491814798026,31,16,3
0,51,0,1,80.5785216263468,11,12,1
0,21,0,1,133.0756237911553,49,19,4
0,210,0,1,116.68780344892616,33,29,3
0,141,0,2,98.32571414737933,42,14,4
0,315,0,2,90.0,19,27,1
0,210,0,1,131.60908068781433,28,19,3
1,341,0,0,62.0,39,23,1
0,81,0,1,74.23597651292027,17,25,0
0,60,0,1,136.45537467841808,41,19,1
0,502,0,2,90.0,31,13,1
0,51,0,1,107.48374945143082,13,23,1
0,422,0,0,90.0,23,14,2
1,188,0,2,130.0,25,15,2
0,80,0,0,110.70205026064559,44,2,1
1,134,0,2,110.0,23,7,1
0,33,0,1,140.33921788236245,33,13,1
0,148,0,0,43.511945637444924,7,9,3
1,292,0,0,62.0,32,5,2
0,139,0,1,160.3976432667464,26,21,2
0,102,0,1,88.20742405050598,11,18,3
0,420,0,0,88.72990572526011,21,20,1
0,61,0,0,79.99967257482085,4,25,1
0,8,3,2,134.35772131721757,8,18,1
0,131,0,2,94.5,33,15,1
0,54,0,4,66.97724122121781,13,25,0
0,73,0,1,42.84520623391433,16,3,4
0,167,2,0,72.35943824852548,25,20,3
0,213,0,0,36.71082408926651,46,13,2
0,182,0,0,37.809313359009124,42,16,1
1,34,0,2,90.0,50,8,2
0,157,0,0,100.48903061620075,17,25,3
0,59,1,1,123.48894419897306,32,27,2
0,13,0,1,146.6860189909136,18,28,2
0,141,0,0,129.8846457986361,29,25,4
0,94,0,0,76.93574604179899,41,8,4
0,20,0,0,46.30277130166713,8,22,2
0,355,1,0,128.95879712705002,21,11,2
0,257,0,1,84.79097536579626,10,23,2
0,139,0,1,110.23469851447902,24,11,1
0,8,0,2,56.0,12,5,2
0,57,0,0,63.84366282044259,8,5,2
0,30,3,1,125.4890302835371,8,1,4
0,151,0,0,137.53597677612566,22,27,0
1,420,0,0,62.0,36,2,2
0,151,0,2,80.0,4,19,3
0,11,0,2,197.13275552795503,28,11,2
0,61,0,2,37.4567357391564,48,20,1
0,1,0,3,48.992571663931415,5,4,2
0,411,0,0,90.0,21,28,2
0,286,0,0,62.8,31,30,2
1,271,0,0,97.53482862963894,18,7,2
0,79,0,0,112.99602945433152,44,3,0
0,52,0,1,99.41097670628078,48,8,3
0,215,0,0,31.420761933995653,12,18,2
0,10,0,1,88.02737494020174,3,14,1
0,132,0,1,131.2620178947581,34,17,2
0,258,0,2,84.26493617729975,40,7,3
0,57,0,0,79.23557427475703,4,26,2
0,279,0,0,63.87291786821624,36,22,2
0,77,0,1,100.3957172689347,12,24,2
0,148,0,1,101.2430992421319,2,2,1
1,112,0,2,94.924054844729,14,4,2
0,15,0,1,78.95384926032712,1,5,1
0,198,1,1,90.10360299439257,26,6,3
0,106,0,0,90.00708094152836,19,3,4
0,102,0,1,116.35292645667987,17,18,2
1,278,0,0,65.0,33,11,1
1,276,0,0,47.146702425012684,40,4,9
0,176,0,1,125.00636321123159,34,17,2
0,34,0,2,108.48560908146594,47,10,2
0,67,0,1,184.72851020451887,31,14,4
0,349,0,0,29.866846333325128,11,23,3
1,126,0,0,65.0,16,14,3
1,399,0,0,62.753080922894775,33,10,2
0,182,0,1,78.26569152196394,27,3,5
0,120,0,1,91.65259079884993,21,10,1
1,317,0,2,120.0,38,15,2
0,156,0,1,106.43242622663253,31,25,2
0,18,0,1,88.11329229149534,6,9,1
1,33,0,2,110.0,50,9,2
0,21,0,1,244.35001538374246,34,31,3
0,160,1,1,89.65394133353344,11,18,5
1,89,0,1,113.08067924639903,43,11,1
0,245,0,0,109.33649193037833,43,26,2
0,152,0,1,81.97480531522739,5,18,3
0,70,1,1,131.3228195702299,38,17,2
0,118,0,1,131.6647635062375,47,20,3
0,94,0,1,101.90214666229237,42,16,2
0,39,0,0,82.31525025021914,10,22,1
0,156,0,1,107.1,27,8,3
0,34,0,0,191.14565288564117,27,10,2
1,336,0,0,84.82627777770672,39,23,4
0,11,1,1,155.07621774470056,25,17,0
0,107,0,1,106.38951234296096,42,12,1
0,33,1,1,94.23890046618418,8,12,3
1,450,0,0,90.0,24,19,1
0,108,1,1,262.9180813929942,28,12,5
0,276,0,0,62.0,30,20,1
1,420,0,0,75.0,36,3,2
1,139,0,1,66.1596153608805,49,4,1
1,342,0,0,170.0,39,24,4
0,314,0,0,64.62287812429108,37,18,1
1,168,0,0,79.62334116245134,17,28,3
0,205,1,2,137.38014628548376,33,17,3
0,173,0,1,77.22250604769077,27,3,5
0,323,0,1,70.69102841372774,21,12,4
1,38,0,5,75.0,2,14,1
1,56,0,0,79.39085436980386,3,19,1
0,57,0,1,79.95131165370607,5,26,2
0,504,0,2,90.0,32,12,1
0,97,1,1,84.89740951676633,18,11,1
0,101,0,2,101.01941445652417,16,23,2
0,44,0,1,241.80004291381937,32,22,3
0,256,0,0,90.48579487643138,15,16,2
0,304,0,2,63.29095145899617,49,8,2
0,278,0,0,62.0,30,22,2
0,3,0,1,65.76829714422081,51,17,2
0,279,0,1,97.90304136954276,13,28,2
0,34,0,1,98.11105022834327,9,28,4
0,234,0,1,90.61561026198979,36,22,3
0,45,0,2,85.57178539356228,43,17,1
0,1,0,5,99.34228122381516,25,9,1
0,147,1,1,126.49518276206435,15,13,3
1,440,0,0,62.0,39,22,2
0,21,0,1,270.5667359202673,29,13,3
0,0,1,3,72.70996688909814,30,9,3
0,101,0,2,100.45560216739541,16,23,2
0,190,0,1,247.0087734047295,33,20,3
0,223,0,1,76.91903907207328,21,23,2
0,4,0,2,152.0961622866466,21,7,1
0,115,0,1,135.0,20,18,3
0,234,0,1,90.12317528044971,26,7,6
0,138,0,1,137.74786806754798,35,22,2
0,17,0,1,88.0,6,10,1
0,169,0,1,109.34510765236321,42,2,3
0,177,0,0,135.70433830290176,37,9,2
0,188,0,1,130.22119348346112,24,15,2
0,165,0,0,140.0,24,26,4
0,312,0,1,74.31476693777059,44,15,3
1,153,0,0,36.625156386549186,43,29,1
1,270,0,0,100.0,18,3,3
0,95,0,0,76.40583556597885,9,26,3
0,72,0,1,47.282593196619445,13,27,2
0,87,1,1,121.56719340007825,47,22,3
0,75,0,1,123.82533309675507,31,9,3
0,84,0,0,40.8652403167457,50,25,3
0,79,0,1,195.15197552075605,33,21,2
0,38,0,2,102.61796883999533,35,13,2
0,153,0,4,109.69026160988939,25,20,4
1,429,0,0,62.0,37,11,2
0,133,0,0,116.77313540677818,26,29,2
0,18,0,1,159.84571885528226,31,24,3
0,199,2,1,79.2,9,27,2
1,143,0,0,82.68172043111423,16,25,2
0,14,0,1,87.85201024409474,5,11,1
0,100,1,1,87.74241239737084,52,26,1
1,411,0,0,71.1,22,31,4
0,9,0,1,40.929483976313925,45,25,1
1,80,0,2,90.0,13,31,2
1,393,0,0,72.0,41,8,2
0,111,1,1,141.86272238595652,16,17,2
0,20,0,1,99.91461793632124,45,4,0
0,72,0,2,78.38803031777476,35,20,1
1,73,0,2,101.29835790812113,38,17,2
1,242,0,0,110.0,30,25,3
0,91,0,0,138.785083301338,16,24,2
0,117,0,1,91.81231976037594,25,22,3
1,311,0,0,62.0,35,24,1
0,87,0,0,71.18751934160859,11,13,1
0,27,0,1,104.26990578418152,25,12,2
0,77,0,1,103.64611922029131,49,27,1
1,76,0,0,65.85194678137783,9,24,2
0,46,0,1,118.81808453120028,17,22,1
0,66,0,0,86.86580680508676,37,8,1
0,65,0,1,77.16597810480779,38,14,3
0,140,0,1,102.35872019700584,27,2,3
0,45,1,1,76.83073402634382,41,17,1
0,118,0,2,90.73333709722307,19,6,2
0,234,0,0,104.28373552716081,25,22,2
1,67,0,0,77.26518373784144,7,14,1
0,131,1,1,191.79698620202518,18,28,1
0,143,0,0,36.118604026328235,41,9,4
0,168,0,0,81.17636056511161,16,27,3
1,450,0,0,90.0,25,18,1
1,349,0,0,62.0,40,1,2
0,199,0,2,94.01648921240468,19,25,1
0,2,0,1,105.87001142837615,43,26,1
0,1,0,2,60.0,10,28,1
0,105,0,1,119.08257897107742,29,2,3
0,50,1,1,141.3734582133068,30,11,4
1,80,0,2,90.0,13,31,2
1,178,0,2,120.0,18,28,3
0,56,0,1,142.9151019215979,16,8,2
0,134,0,0,75.0,8,25,1
1,533,0,0,62.8,52,24,2
0,59,0,0,80.0,4,25,2
1,281,0,2,110.71530712295527,38,19,2
1,235,0,0,106.71726901817516,26,23,1
0,97,0,1,186.2948285140744,23,11,0
1,229,0,1,86.04180692779386,43,22,2
0,2,0,2,48.034392379379355,49,22,3
0,72,0,1,162.0,14,8,1
0,161,0,1,143.93830930160365,32,7,2
1,71,0,2,120.0,25,14,3
0,193,0,1,119.91616109939282,26,20,1
0,30,0,1,140.0,22,1,2
0,12,3,1,145.44976592632509,21,28,2
1,341,0,0,62.0,39,23,2
0,99,0,0,61.951622336928764,44,30,1
0,60,0,1,91.23109441274423,6,12,1
0,139,0,0,36.77515076473752,43,10,4
0,24,0,1,127.63531627933695,22,15,1
0,81,0,1,73.91424971157856,15,3,2
0,14,0,1,159.7211376713761,28,9,2
1,80,0,2,90.0,13,31,2
0,61,0,1,165.9990065092181,17,12,3
0,187,0,1,175.83897595692338,30,25,4
0,41,0,1,70.49926824593868,12,6,2
1,283,0,0,62.0,31,27,1
1,61,0,0,80.0,4,25,2
0,219,2,1,224.17087785456536,32,15,5
0,37,0,4,75.0,2,14,1
0,7,0,1,91.79605669867026,4,24,3
1,87,0,0,170.0,39,25,2
1,61,0,0,80.0,4,25,2
0,24,1,1,90.1,1,3,4
0,357,2,1,188.85054309257373,32,7,5
0,325,0,1,113.78520689850797,34,17,3
0,224,0,0,94.90200991562033,35,27,1
0,103,0,1,102.96775752891395,42,14,1
0,149,0,0,38.7016572027423,45,24,1
0,260,0,0,62.13115748964037,27,4,2
1,71,0,2,120.0,25,14,3
0,254,0,1,124.68624885865758,30,1,2
1,61,0,0,80.0,4,25,2
0,158,1,1,205.03440365079183,27,2,3
0,6,0,1,82.18757699251493,7,11,2
0,260,0,1,99.21750414371765,25,6,4
0,22,0,1,174.95628431980512,18,10,2
0,53,0,0,65.0,47,18,4
0,17,0,1,118.4589909863594,37,27,1
0,85,0,0,110.18701305833801,43,5,2
0,164,1,1,103.23298854842639,28,9,0
0,97,1,1,125.0,33,21,2
1,398,0,0,62.0,33,11,2
1,301,0,2,101.5,33,14,2
0,85,0,1,158.61011400607262,12,20,3
0,43,0,1,126.30837686283358,41,5,2
0,149,0,1,139.76912304088538,20,5,1
0,75,0,1,128.27236605778748,28,8,2
0,1,0,5,95.31311930723837,23,10,1
0,237,1,1,139.49024467138483,30,7,2
0,83,0,1,86.96809975243274,14,2,1
1,587,0,0,62.0,7,16,2
1,241,0,0,110.0,30,24,2
0,103,0,1,95.0,19,4,3
0,155,0,4,110.85714723546954,27,24,4
0,40,0,0,91.05742712599447,47,28,3
1,142,0,0,84.10834465442933,17,23,2
0,89,0,0,43.45618514036694,40,4,1
0,272,0,0,62.92058207160733,29,15,1
1,71,0,2,120.0,25,14,3
1,149,0,1,99.49821281001834,5,2,1
