hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,24,2016,November,47,18,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-11-20
City Hotel,0,37,2016,October,41,2,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,126.0,0,1,Check-Out,2016-10-05
City Hotel,0,253,2016,October,41,7,1,2,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,140.4,0,1,Check-Out,2016-10-10
City Hotel,1,61,2017,March,11,18,0,1,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.6,0,0,Canceled,2017-02-14
Resort Hotel,1,12,2017,February,7,12,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,66.29,0,1,No-Show,2017-02-12
Resort Hotel,0,2,2017,January,5,30,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,55.0,1,1,Check-Out,2017-02-01
City Hotel,0,114,2016,July,29,13,0,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.25,0,0,Check-Out,2016-07-17
Resort Hotel,0,51,2015,July,30,22,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,101.68,0,0,Check-Out,2015-07-26
City Hotel,0,0,2015,December,53,31,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,F,0,No Deposit,45.0,,0,Transient,0.0,0,0,Check-Out,2016-01-01
City Hotel,1,119,2016,April,16,15,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,90.9,0,0,Canceled,2016-01-26
City Hotel,1,215,2017,June,26,28,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
City Hotel,1,55,2016,September,39,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-07-27
City Hotel,1,143,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,120.0,0,0,Canceled,2016-12-12
City Hotel,0,13,2017,January,3,21,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0,2,Check-Out,2017-01-23
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27
City Hotel,0,24,2017,January,4,28,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.5,0,1,Check-Out,2017-01-29
City Hotel,1,76,2016,October,42,10,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,,0,Transient-Party,120.0,0,0,Canceled,2016-09-15
City Hotel,0,0,2016,October,43,17,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,4,A,A,1,No Deposit,,62.0,0,Transient-Party,95.0,0,0,Check-Out,2016-10-19
City Hotel,0,1,2016,August,32,4,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,0,Check-Out,2016-08-05
City Hotel,1,336,2015,September,38,18,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0,0,Canceled,2015-07-06
City Hotel,0,80,2016,November,45,4,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,94.6,0,1,Check-Out,2016-11-07
Resort Hotel,0,31,2017,March,12,20,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,1,Check-Out,2017-03-25
Resort Hotel,1,66,2017,April,15,13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,132.0,0,0,Canceled,2017-02-06
City Hotel,1,163,2016,August,35,23,0,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15,0,0,Canceled,2016-03-24
Resort Hotel,0,6,2016,December,53,25,1,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,76.0,1,0,Check-Out,2016-12-26
City Hotel,0,131,2016,August,32,5,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.23,0,2,Check-Out,2016-08-07
City Hotel,0,48,2016,August,35,22,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.9,0,0,Check-Out,2016-08-24
City Hotel,0,33,2016,March,10,5,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.3,0,1,Check-Out,2016-03-06
City Hotel,1,323,2016,May,22,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,5,2016,May,22,24,0,2,2,0.0,0,BB,ARG,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,78.0,0,Transient-Party,110.0,0,1,Check-Out,2016-05-26
City Hotel,1,33,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44.0,,0,Transient,110.0,0,0,Canceled,2015-11-16
City Hotel,0,116,2016,September,39,23,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9.0,,0,Transient,135.9,0,2,Check-Out,2016-09-24
City Hotel,0,53,2016,August,33,8,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0,Check-Out,2016-08-15
Resort Hotel,0,27,2016,April,15,5,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,81.0,0,1,Check-Out,2016-04-06
Resort Hotel,0,5,2016,May,20,8,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,393.0,,0,Transient-Party,48.6,0,2,Check-Out,2016-05-10
Resort Hotel,1,82,2016,February,7,7,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,,0,Transient-Party,86.0,0,0,Canceled,2015-11-17
City Hotel,1,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-05-05
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,12,2016,August,34,16,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,221.0,0,0,Check-Out,2016-08-18
Resort Hotel,1,65,2015,August,33,15,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242.0,,0,Transient,188.71,0,0,Canceled,2015-07-03
City Hotel,0,0,2016,January,2,5,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.3,0,1,Check-Out,2016-01-07
Resort Hotel,1,74,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,70.0,0,0,Canceled,2016-01-21
City Hotel,0,68,2016,October,45,30,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.6,0,2,Check-Out,2016-11-02
City Hotel,1,198,2016,May,21,20,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1.0,,98,Transient-Party,57.5,0,0,Canceled,2016-05-18
City Hotel,0,91,2017,April,14,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,4,Check-Out,2017-04-06
City Hotel,0,301,2016,July,31,30,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-08-01
Resort Hotel,0,203,2017,August,33,17,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,110.7,0,0,Check-Out,2017-08-23
Resort Hotel,1,221,2015,October,41,10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,Canceled,2015-09-11
City Hotel,1,37,2016,December,50,10,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Canceled,2016-11-03
Resort Hotel,0,3,2016,February,9,26,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,40.0,0,0,Check-Out,2016-02-27
City Hotel,1,12,2017,March,10,8,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,93.0,0,0,Canceled,2017-03-06
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-09-20
City Hotel,1,295,2016,April,18,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,29,2017,February,8,21,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.4,0,0,Check-Out,2017-02-25
City Hotel,0,68,2016,April,18,26,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,118.8,0,1,Check-Out,2016-04-28
Resort Hotel,0,47,2016,October,43,18,0,1,2,0.0,0,HB,RUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,72.0,0,0,Check-Out,2016-10-19
City Hotel,1,287,2016,September,40,29,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2016-02-14
Resort Hotel,1,201,2016,November,45,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,30.0,0,0,Canceled,2016-07-18
City Hotel,1,182,2016,April,18,27,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,50,Transient,75.0,0,0,Canceled,2015-12-17
City Hotel,0,152,2017,July,29,21,0,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient-Party,190.0,0,1,Check-Out,2017-07-22
City Hotel,1,30,2016,June,23,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,235.0,,0,Transient,140.0,0,0,Canceled,2016-05-03
City Hotel,0,4,2016,December,51,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-12-17
Resort Hotel,0,93,2016,November,47,18,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,56.83,0,3,Check-Out,2016-11-25
City Hotel,0,23,2017,August,31,3,1,3,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,147.0,0,1,Check-Out,2017-08-07
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-09-20
City Hotel,1,6,2017,March,13,27,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,9.0,,0,Transient,108.0,0,2,No-Show,2017-03-27
City Hotel,0,273,2015,July,29,17,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,87.0,0,0,Check-Out,2015-07-19
Resort Hotel,0,24,2016,March,13,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,142.0,0,1,Check-Out,2016-03-27
City Hotel,0,163,2016,October,44,23,2,3,1,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.65,0,2,Check-Out,2016-10-28
City Hotel,0,39,2016,September,40,25,1,0,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,10.0,,0,Transient,129.7,0,0,Check-Out,2016-09-26
City Hotel,1,281,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,233,2017,June,25,23,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21
City Hotel,0,135,2015,September,38,14,1,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-09-17
City Hotel,1,6,2017,May,19,10,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0,Canceled,2017-05-05
City Hotel,1,303,2016,December,53,27,1,5,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,159.23,0,1,Canceled,2016-09-15
City Hotel,1,368,2017,June,26,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-06-06
Resort Hotel,0,24,2016,July,31,30,0,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0,0,Check-Out,2016-07-31
Resort Hotel,0,39,2016,October,45,31,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,52.4,0,0,Check-Out,2016-11-05
Resort Hotel,0,1,2017,February,7,14,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,42.0,0,0,Check-Out,2017-02-18
City Hotel,1,86,2016,January,4,22,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,35,Transient,85.0,0,0,Canceled,2015-12-02
Resort Hotel,0,5,2016,January,3,11,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,274.0,0,Transient,38.0,0,0,Check-Out,2016-01-12
Resort Hotel,1,47,2017,June,26,25,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,531.0,,0,Transient,93.0,0,0,Canceled,2017-05-12
Resort Hotel,0,3,2016,March,11,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,55.0,0,0,Check-Out,2016-03-11
City Hotel,0,75,2016,July,28,8,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.5,0,1,Check-Out,2016-07-11
City Hotel,0,4,2016,April,14,2,0,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2016-04-03
City Hotel,0,21,2015,December,52,25,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,58.0,0,1,Check-Out,2015-12-30
Resort Hotel,0,3,2016,February,8,14,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,0.0,1,0,Check-Out,2016-02-18
Resort Hotel,0,23,2017,July,29,21,2,3,2,0.0,0,BB,ISL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,211.12,1,1,Check-Out,2017-07-26
City Hotel,1,451,2017,June,25,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-05-05
Resort Hotel,1,55,2017,February,6,7,2,5,3,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,141.0,0,0,Canceled,2016-12-14
City Hotel,1,148,2015,December,53,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,79,Transient,67.0,0,0,Canceled,2015-11-11
City Hotel,0,140,2015,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,87,Transient-Party,65.0,0,0,Check-Out,2015-11-21
Resort Hotel,1,0,2015,December,52,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,55.0,0,0,No-Show,2015-12-25
City Hotel,0,9,2016,October,41,7,0,2,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,243.0,0,2,Check-Out,2016-10-09
City Hotel,1,94,2017,May,19,7,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-03-07
City Hotel,1,155,2017,July,27,6,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2017-03-07
City Hotel,1,26,2017,February,5,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.3,0,0,Canceled,2017-01-09
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,197,2017,June,24,16,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2016-12-29
City Hotel,1,5,2016,July,29,12,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,187.0,0,1,Canceled,2016-07-08
City Hotel,0,2,2015,December,53,28,1,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,101.53,0,0,Check-Out,2016-01-01
City Hotel,0,1,2017,April,15,14,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,152.0,,0,Transient,97.56,0,0,Check-Out,2017-04-16
Resort Hotel,1,165,2015,October,43,23,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,2,Canceled,2015-05-18
City Hotel,1,261,2017,April,17,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,2017-04-07
City Hotel,0,81,2016,March,13,25,1,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,4,Transient-Party,65.0,0,0,Check-Out,2016-03-28
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,2015-11-15
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
Resort Hotel,0,241,2015,July,29,17,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,112.63,0,0,Check-Out,2015-07-22
Resort Hotel,0,542,2016,September,40,26,3,7,2,0.0,0,SC,USA,Groups,TA/TO,0,0,0,A,I,1,No Deposit,253.0,,0,Transient-Party,22.4,0,0,Check-Out,2016-10-06
Resort Hotel,0,6,2015,September,37,7,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,109.0,0,0,Check-Out,2015-09-08
Resort Hotel,1,85,2017,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,0,Canceled,2017-01-22
City Hotel,1,30,2017,April,17,29,2,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.33,0,1,Canceled,2017-03-30
City Hotel,0,52,2017,January,2,10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,1,Check-Out,2017-01-12
Resort Hotel,0,30,2016,March,13,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,0,Check-Out,2016-03-24
City Hotel,1,330,2017,August,35,27,2,1,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,199.0,0,1,Canceled,2017-07-24
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25
City Hotel,1,312,2015,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
Resort Hotel,0,0,2015,September,37,7,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,3,No Deposit,,,0,Transient,131.0,0,0,Check-Out,2015-09-12
City Hotel,1,192,2017,January,4,27,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,103.5,0,0,Canceled,2016-11-28
City Hotel,1,263,2016,September,40,29,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2016-01-18
City Hotel,0,0,2015,September,38,17,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,,46.0,0,Transient,0.0,0,0,Check-Out,2015-09-18
City Hotel,1,240,2017,July,30,23,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
City Hotel,1,103,2016,August,32,3,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,0,Canceled,2016-04-23
Resort Hotel,0,3,2017,August,33,19,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,211.49,1,1,Check-Out,2017-08-22
City Hotel,0,34,2015,October,44,25,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-30
City Hotel,0,58,2017,January,3,15,3,5,2,0.0,0,BB,CYP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,101.25,0,0,Check-Out,2017-01-23
City Hotel,0,39,2016,February,10,28,2,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,72.2,0,0,Check-Out,2016-03-03
Resort Hotel,0,10,2017,June,25,18,2,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,106.0,0,0,Check-Out,2017-06-24
Resort Hotel,0,24,2016,February,7,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,64.0,1,1,Check-Out,2016-02-09
Resort Hotel,0,72,2016,February,6,6,2,1,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Check-Out,2016-02-09
Resort Hotel,0,1,2016,March,11,7,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,5,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-03-08
Resort Hotel,0,27,2015,November,45,3,0,3,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.7,0,2,Check-Out,2015-11-06
City Hotel,1,150,2017,July,29,22,1,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Canceled,2017-03-15
City Hotel,0,131,2016,August,32,1,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,99.45,0,1,Check-Out,2016-08-05
Resort Hotel,0,8,2016,December,51,15,0,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,54.0,1,1,Check-Out,2016-12-18
Resort Hotel,0,37,2016,July,31,27,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,G,0,No Deposit,250.0,,0,Transient,231.0,1,0,Check-Out,2016-07-30
City Hotel,0,123,2017,March,13,28,0,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.64,0,0,Check-Out,2017-04-02
